id	filename	md5	size	state
a3a76cde-a012-4fbf-a4b0-339a1c8acf4d	a3a76cde-a012-4fbf-a4b0-339a1c8acf4d/9819413f-12bb-4861-a904-eabd35a5c04e.wxs.aliquot_ensemble_masked.maf.gz	f91ff93ddf822330a8b1666b6960a25b	18595	validated
a58703d7-60d2-4b0f-951a-212d78e265de	a58703d7-60d2-4b0f-951a-212d78e265de/5cd33bf6-ebd9-4f20-9f8c-2183476bd150.wxs.aliquot_ensemble_masked.maf.gz	28b1a33efd300e6a432f99472824bae4	16201	validated
a62b1144-4a90-49ac-97af-e296db8b3070	a62b1144-4a90-49ac-97af-e296db8b3070/82b31e5b-1dc4-4772-9825-971dab3d567c.wxs.aliquot_ensemble_masked.maf.gz	23d86d88dde547eb683e751bf4b5e08b	14800	validated
a6386c1a-79c5-49a8-9b97-ce8ca3deb6ed	a6386c1a-79c5-49a8-9b97-ce8ca3deb6ed/2f0fa246-9cf9-4c14-adc7-a64721a8a6c3.wxs.aliquot_ensemble_masked.maf.gz	d064763d4c25e46f24e0358c60afeb63	3027	validated
a94d2a44-805f-4bd7-a433-4ebb1efc6612	a94d2a44-805f-4bd7-a433-4ebb1efc6612/a87a40e2-54be-498c-b5d4-52747321df3e.wxs.aliquot_ensemble_masked.maf.gz	bed4c8162430697100e88b7d65b7fc2f	19921	validated
b169f8e3-468e-419b-b7bc-4cc2c9dc2679	b169f8e3-468e-419b-b7bc-4cc2c9dc2679/27689074-55d9-4d67-b4ef-2c6ea1c384e8.wxs.aliquot_ensemble_masked.maf.gz	1247b89e68da368d13f96d668022cb99	19004	validated
b305e964-42eb-4126-88b9-20c4b6902477	b305e964-42eb-4126-88b9-20c4b6902477/2ae3d770-d0ed-409a-a8ef-b7f63ce3299c.wxs.aliquot_ensemble_masked.maf.gz	475e117c67eaa2d278470144ac4a73b5	17522	validated
b4db3c1d-9e29-412a-b98d-4056b04b10e3	b4db3c1d-9e29-412a-b98d-4056b04b10e3/18830d70-fbe9-436b-ae2d-71a759f084ca.wxs.aliquot_ensemble_masked.maf.gz	e44c5ecd7ab870249513774b4e3bd9b7	9870	validated
b85b0eb4-7043-4fa1-b347-0e5b28a88e09	b85b0eb4-7043-4fa1-b347-0e5b28a88e09/ec230638-bba8-439e-917f-0a474c19f172.wxs.aliquot_ensemble_masked.maf.gz	a59e47420416fb82b76f8d767ffd7f69	14656	validated
bdc0f3e1-0bcf-412b-be43-0bafa88030ee	bdc0f3e1-0bcf-412b-be43-0bafa88030ee/7aed6914-c864-4858-b0af-f34cf7ff42cf.wxs.aliquot_ensemble_masked.maf.gz	5f3b580980682c0671c842149ca74c8c	13795	validated
c3b7fb4c-4209-4af1-97fb-fa78b0d820ec	c3b7fb4c-4209-4af1-97fb-fa78b0d820ec/0a319dc3-6b54-4ebb-b957-95ea9446dabb.wxs.aliquot_ensemble_masked.maf.gz	8823713913602b2b56256ee418cbf0b6	2662	validated
c6a1d93b-3bbc-4ec9-a670-726064855bee	c6a1d93b-3bbc-4ec9-a670-726064855bee/07d00088-67cf-4f6c-96eb-db056bd10bb6.wxs.aliquot_ensemble_masked.maf.gz	38c91a5fd0ff358fcef1b52fe1aafb54	12868	validated
c925fbed-a842-4924-bf02-184b234449d9	c925fbed-a842-4924-bf02-184b234449d9/606df8f6-c212-45ee-9ca4-2ba6fa60da86.wxs.aliquot_ensemble_masked.maf.gz	4318043138155cd0e1d31209e7d31398	17882	validated
ca0a4f7d-a175-4efc-958f-6b93a1af4f29	ca0a4f7d-a175-4efc-958f-6b93a1af4f29/659b40f8-699e-4a0a-b09a-31c6693ba838.wxs.aliquot_ensemble_masked.maf.gz	0536f2d0f18854f497a24ed17920eecd	38370	validated
cb8c72ae-cd91-4fac-87f1-77216cf18fd8	cb8c72ae-cd91-4fac-87f1-77216cf18fd8/82a1a022-0c0c-43e5-a7f3-a3fe6c94ddf0.wxs.aliquot_ensemble_masked.maf.gz	d073334c2c0057ffc6ec03a3b0e870dd	13704	validated
cc754220-27c1-4b86-9ce8-ae822697bda8	cc754220-27c1-4b86-9ce8-ae822697bda8/55cb92a8-7473-472b-8eaf-9d9eef0e1290.wxs.aliquot_ensemble_masked.maf.gz	7c459bee71b4ce1d8010a884eb4b54b6	18730	validated
d027086a-074a-4324-897f-d77feadee218	d027086a-074a-4324-897f-d77feadee218/d930cef0-0591-474c-9dd8-a0ecfd177563.wxs.aliquot_ensemble_masked.maf.gz	58de5d16a008f4ca2348c857163c49ab	11590	validated
d19d4090-518f-4e14-8b5d-1633980b02b1	d19d4090-518f-4e14-8b5d-1633980b02b1/046a70e3-a6b2-4ca5-bb0b-e6b2a66c39d2.wxs.aliquot_ensemble_masked.maf.gz	5dbe96ce07e68d58a94b88b2f2d00d27	14898	validated
d42dcc4f-efd5-4908-86ad-9fafe87852b2	d42dcc4f-efd5-4908-86ad-9fafe87852b2/8ec3ccfa-b0d2-4da6-bd40-cdf645681d09.wxs.aliquot_ensemble_masked.maf.gz	2e902d01f1ff3ceaf6cbcd0106cb6765	12003	validated
deb0a834-7beb-43ad-8708-acea4fb47525	deb0a834-7beb-43ad-8708-acea4fb47525/5c5e4679-adaa-4a4a-ae75-d0da3d7268e1.wxs.aliquot_ensemble_masked.maf.gz	7798a8e4009cf0dd04bacec8b0212b5b	15739	validated
e88b6e90-8cc3-4608-bc3f-e94111b169f6	e88b6e90-8cc3-4608-bc3f-e94111b169f6/db08d54d-c3cf-4c65-a14d-d096200a8620.wxs.aliquot_ensemble_masked.maf.gz	433a33106667277e9b89da0f410b3657	41560	validated
f393729b-421a-49b5-b6be-d8765510f778	f393729b-421a-49b5-b6be-d8765510f778/f746200d-8afd-4bb6-b6c1-395e977f8bbe.wxs.aliquot_ensemble_masked.maf.gz	62c736ce4b200e3a10a13bf07d69e177	15791	validated
f5df614b-756c-4b58-b884-4753a2097d0c	f5df614b-756c-4b58-b884-4753a2097d0c/b2f254a2-942c-4943-8cc8-a56974f4a8df.wxs.aliquot_ensemble_masked.maf.gz	998b83e1ca9040fa122efb4cf4ad9879	14138	validated
f8049876-4b40-4c21-bf4c-16ec3dcbc6fc	f8049876-4b40-4c21-bf4c-16ec3dcbc6fc/0e5eabd6-a5e7-44e4-bc81-198499c0615c.wxs.aliquot_ensemble_masked.maf.gz	708ad46fe87037de21bb7962fd2c6bb6	16489	validated
fe18afed-364a-4294-8fec-c3abd1302b9c	fe18afed-364a-4294-8fec-c3abd1302b9c/66144b4b-91cc-408a-843e-750cb9cfbf7c.wxs.aliquot_ensemble_masked.maf.gz	8f301b35a90d545dbfeb0fa49f247178	19534	validated
fe64ddee-4ba9-4242-a620-a47233c8ff37	fe64ddee-4ba9-4242-a620-a47233c8ff37/9f986d46-90e7-4f23-8072-b2069088e79c.wxs.aliquot_ensemble_masked.maf.gz	b4ab3e42afe4b8b375fe9104dac0e169	29400	validated
